Title,Company,Location,Is Remote?,Job Type,Date Posted,Direct URL,Min Amount,Max Amount
Mid Software Engineer,Trevity LLC,"St. Louis, MO, US",True,fulltime,2026-05-28,https://trevity.jobs.agile-ats.com/jobs/details/136,,
Senior Java PySpark Developer,Tata Consultancy Services (TCS),"Irving, TX, US",False,,2026-05-28,https://ibegin.tcsapps.com/candidate/jobs/shared-job/NDE0NjQ1Sg==,125000.0,140000.0
AI Engineer,Tata Consultancy Services (TCS),"Chicago, IL, US",False,,2026-05-28,https://ibegin.tcsapps.com/candidate/jobs/shared-job/NDE0NjQ3Sg==,95000.0,120000.0
"Software Engineer, ML Infrastructure, Level 4",Snap Inc.,"Palo Alto, CA, US",False,fulltime,2026-05-28,https://wd1.myworkdaysite.com/en-US/recruiting/snapchat/snap/job/Palo-Alto-California/Software-Engineer--ML-Infrastructure--Level-4_R0045604,133000.0,235000.0
"Software Engineer, Backend, Level 5",Snap Inc.,"Bellevue, WA, US",False,fulltime,2026-05-28,https://wd1.myworkdaysite.com/en-US/recruiting/snapchat/snap/job/Bellevue-Washington/Software-Engineer--Backend--Level-5_R0045598,178000.0,313000.0
"Software Engineer, Backend, Level 4",Snap Inc.,"Bellevue, WA, US",False,fulltime,2026-05-28,https://wd1.myworkdaysite.com/en-US/recruiting/snapchat/snap/job/Bellevue-Washington/Software-Engineer--Backend--Level-4_R0045605-1,133000.0,235000.0
Senior Software Engineer (Apps),Silicon Labs,"Austin, TX, US",False,fulltime,2026-05-28,https://silabs.wd1.myworkdayjobs.com/en-US/SiliconlabsCareers/job/Austin/Senior-Software-Engineer--Apps-_20887-1,124600.0,231400.0
Assistant Store Manager - Kay Jewelers - Silver Spring Square,Signet Jewelers,"Mechanicsburg, PA, US",False,fulltime,2026-05-28,https://signetjewelers.wd1.myworkdayjobs.com/Kay_Jewelers/job/Kay-Jewelers---Silver-Springs-Square---Mechanicsburg-PA/Assistant-Store-Manager---Kay-Jewelers---Silver-Spring-Square_REQ_80812,,
Sr. Principal Software Engineer,Siemens,"Bellevue, WA, US",True,fulltime,2026-05-28,https://jobs.siemens.com/externaljobs/JobDetail/508290?source=Indeed,165220.0,283234.0
"Software Engineer, Agentic AI Systems - Moveworks",ServiceNow,"Mountain View, CA, US",True,fulltime,2026-05-28,https://jobs.smartrecruiters.com/ServiceNow/744000128997259-software-engineer-agentic-ai-systems-moveworks,,
Senior Platform Engineer,SAP,"Palo Alto, CA, US",False,fulltime,2026-05-28,https://jobs.sap.com/job/Palo-Alto-Senior-Platform-Engineer-CA-94304/1398465133/?feedId=118200&utm_source=Indeed&utm_campaign=SAP_Indeed,148600.0,306300.0
Senior Software Engineer – Live & VOD Video Infrastructure,Roku,"San Jose, CA, US",True,,2026-05-28,https://www.weareroku.com/jobs/senior-software-engineer-live-vod-video-infrastructure-san-jose-california-united-states,285000.0,345000.0
Senior Software Engineer – Live & VOD Video Infrastructure,Roku,"Cambridge, MA, US",True,,2026-05-28,https://www.weareroku.com/jobs/senior-software-engineer-live-vod-video-infrastructure-cambridge-england-united-kingdom,,
Software Engineer,Revenue Management Solutions,"Oklahoma City, OK, US",False,fulltime,2026-05-28,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=6418a056-8837-4dff-a20d-15a29bdc0576&ccId=19000101_000001&jobId=594922&source=IN&lang=en_US,,
"Senior Software Engineer, Information Technology",REI,"Seattle, WA, US",False,,2026-05-28,https://www.rei.jobs/jobs/29730/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f,113100.0,180900.0
Medical Office Associate - Lime Spring,Penn State Health,"Lancaster, PA, US",False,fulltime,2026-05-28,https://www.pennstatehealth.org/careers/medical-office-associate-lime-spring-49,,
Medical Office Associate - Lime Spring,Penn State Health,"Lancaster, PA, US",False,fulltime,2026-05-28,https://www.pennstatehealth.org/careers/medical-office-associate-lime-spring-48,,
Medical Office Associate - Family Practice Spring Ridge,Penn State Health,"Wyomissing, PA, US",False,fulltime,2026-05-28,https://www.pennstatehealth.org/careers/medical-office-associate-family-practice-spring-ridge-10,,
Software Engineer,Pavago,US,True,fulltime,2026-05-28,https://apply.workable.com/j/759E71E49A,,
Senior Software Engineer,Paramount,"Burbank, CA, US",False,fulltime,2026-05-28,https://careers.paramount.com/job/Burbank-Senior-Software-Engineer-CA-91505/1368917100/?feedId=341000&utm_source=Indeed&utm_campaign=Paramount_Indeed,124000.0,170000.0
Robotics Process Automation Developer II,Origin Bank,"TX, US",True,fulltime,2026-05-28,https://originbank.wd1.myworkdayjobs.com/en-US/Careers/job/Texas---Remote/Robotics-Process-Automation-Developer-II_R-2422,,
Software Developer,Oracle,US,False,fulltime,2026-05-28,https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/335005,,
Software Engineer,Optum,"Boston, MA, US",True,fulltime,2026-05-28,https://uhg.taleo.net/careersection/10000/jobdetail.ftl?job=2359077&lang=en,72800.0,130000.0
Cloud Engineer - API Management,Motion,"Birmingham, AL, US",False,fulltime,2026-05-28,https://genpt.wd1.myworkdayjobs.com/Careers/job/Birmingham-AL-USA/Cloud-Engineer-I_R25_0000038435,,
Software Engineer II,Modus Closing,"Seattle, WA, US",False,,2026-05-28,https://www.compass.com/careers?gh_jid=7963161&gh_board=urbancompass,126990.0,141100.0
Software Engineer II,Modus Closing,"New York, NY, US",False,,2026-05-28,https://www.compass.com/careers?gh_jid=7961679&gh_board=urbancompass,126990.0,141100.0
Software Engineer II,Modus Closing,"Boston, MA, US",False,,2026-05-28,https://www.compass.com/careers?gh_jid=7963160&gh_board=urbancompass,126990.0,141100.0
Principal AI Product Engineer,Mitratech,"Austin, TX, US",True,,2026-05-28,https://grnh.se/vs9ih28j1us,140000.0,190000.0
Data Engineer,Metronet,"IN, US",True,,2026-05-28,https://recruiting2.ultipro.com/QSE1000QSER/JobBoard/6cf8d9f1-7140-4a4f-8dba-c15b5a2fafb0/OpportunityDetail?opportunityId=f609c1e8-8358-4bb2-892d-3bc369d41333&postingId=9db3c38e-0d15-4031-9e54-c0eec5804166,70000.0,80000.0
DTS Sim/Stim Systems Integration Engineer,Maximum Technology Corporation,"Redstone Arsenal, AL, US",False,fulltime,2026-05-28,https://maxtc.isolvedhire.com/jobs/1782762-351805.html,98000.0,144000.0
Data Engineer II,Magnite,"New York, NY, US",True,fulltime,2026-05-28,https://osv-rubicon.wd5.myworkdayjobs.com/en-US/MagniteCareers/job/New-York---New-York/Data-Engineer-II_R-01323,120000.0,135000.0
Senior Java Developer with Kotlin - Vice President,Information Technology Senior Management Forum,"Tampa, FL, US",False,fulltime,2026-05-28,https://jobs.itsmfleaders.org/job/lfqdur/senior-java-developer-with-kotlin-vice-president/tampa/fl,113840.0,170760.0
Full Stack Software Engineer,Impact.Com,"Columbus, OH, US",True,,2026-05-28,https://job-boards.greenhouse.io/impact/jobs/8557055002,90000.0,110000.0
Java Application Developer,Global KTech,"New York, NY, US",True,contract,2026-05-28,http://www.indeed.com/job/java-application-developer-0ea584c419d6351f,45.0,50.0
Application Developer,Global Information Technology,"Southfield, MI, US",True,fulltime,2026-05-28,https://www.applicantpro.com/openings/globalinformation/jobs/4101136-33887,,
Sr. Software Engineer - Vehicle Order Fulfillment,General Motors (GM),"Austin, TX, US",False,fulltime,2026-05-28,https://generalmotors.wd5.myworkdayjobs.com/en-US/Careers_GM/job/Austin-Texas-United-States-of-America/Sr-Software-Engineer---Vehicle-Order-Fulfillment_JR-202611136,,
Senior Full Stack Engineer,GEICO,"Palo Alto, CA, US",False,fulltime,2026-05-28,https://click.appcast.io/t/GZ4B8-IXfHgodP9DUXP6X8PV-yBTl6O2PVdJmQeF1hQ=,75000.0,215000.0
Software Engineer - Ford Pro,Ford Motor Company,"Dearborn, MI, US",False,fulltime,2026-05-28,https://www.careers.ford.com/job/dearborn/software-engineer-ford-pro/48560/95687678864,99600.0,166600.0
Software Engineer,Ford Motor Company,"Dearborn, MI, US",False,fulltime,2026-05-28,https://www.careers.ford.com/job/dearborn/software-engineer/48560/95691280768,65100.0,166200.0
Full-Stack Software Engineer - Vehicle Software Release & Deployment,Ford Motor Company,"Dearborn, MI, US",False,fulltime,2026-05-28,https://www.careers.ford.com/job/dearborn/full-stack-software-engineer-vehicle-software-release-and-deployment/48560/95691279344,85400.0,192900.0
DevOps Engineer,Ford Motor Company,US,True,fulltime,2026-05-28,https://www.careers.ford.com/job/united-states/devops-engineer/48560/95691282368,85400.0,192900.0
AI-Accelerated Full Stack Software Development Engineer,Ford Motor Company,"Dearborn, MI, US",False,fulltime,2026-05-28,https://www.careers.ford.com/job/dearborn/ai-accelerated-full-stack-software-development-engineer/48560/95687677648,99600.0,192900.0
Sr. Software Developer,First Service Credit Union,"Houston, TX, US",False,,2026-05-28,https://ht-jobs.net/75qk9bu?s=in,,
DevOps Engineer,Federal Home Loan Bank of Pittsburgh,"Pittsburgh, PA, US",False,fulltime,2026-05-28,https://fhlbpgh.wd503.myworkdayjobs.com/en-US/fhlb-pgh/job/Pittsburgh/DevOps-Engineer_R418,,
Software Development Engineer III - Backend,Expedia Group,"Seattle, WA, US",False,fulltime,2026-05-28,https://expedia.wd108.myworkdayjobs.com/en-US/search/job/Washington---Seattle-Campus/Software-Development-Engineer-III---Backend_R-105686-1,146000.0,233500.0
Senior Machine Learning Engineer,Expedia Group,"Seattle, WA, US",False,fulltime,2026-05-28,https://expedia.wd108.myworkdayjobs.com/en-US/search/job/Washington---Seattle-Campus/Senior-Machine-Learning-Engineer_R-105618-1,184500.0,318500.0
"Senior Software Engineer, Service Enablement",Electronic Arts,"Austin, TX, US",False,,2026-05-28,https://jobs.ea.com/en_US/careers/JobDetail/Sr-Manager-Service-Enablement-Engineering/213849,,
Software Engineer Intermediate,E-INFOSOL LLC,"Washington, DC, US",False,,2026-05-28,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=a514fa2f-d9f3-4d40-99fb-28d956698e2f&ccId=19000101_000001&jobId=578946&source=IN&lang=en_US,163000.0,171000.0
"Solutions Engineer - Strategic Accounts (Remote, Texas)",Dynatrace,"Dallas, TX, US",True,fulltime,2026-05-28,https://www.dynatrace.com/careers/jobs/1394656800/,140000.0,160000.0
Software Engineer,DocuSign,"San Francisco, CA, US",True,,2026-05-28,https://careers.docusign.com/careers-home/jobs/29498?lang=en-us&previousLocale=en-US,140100.0,235375.0
Guidewire PolicyCenter Sr Developer,Deloitte,"Arlington, VA, US",False,fulltime,2026-05-28,https://deloitteus.avature.net/careers/InviteToApply?jobId=352054,137500.0,193600.0
Forward Deployed Engineer (FDE) Senior Consultant,Deloitte,"McLean, VA, US",False,fulltime,2026-05-28,https://deloitteus.avature.net/careers/InviteToApply?jobId=353017,,
Forward Deployed Engineer (FDE) Manager,Deloitte,"Morristown, NJ, US",False,fulltime,2026-05-28,https://deloitteus.avature.net/careers/InviteToApply?jobId=353016,,
Cyber Forward Deployed Engineer - Manager,Deloitte,"Pittsburgh, PA, US",False,fulltime,2026-05-28,https://deloitteus.avature.net/careers/InviteToApply?jobId=353002,148200.0,292300.0
"Sr. Engineer, Cloud Native - AI Detection and Response (AIDR) (Hybrid)",CrowdStrike,"Sunnyvale, CA, US",False,fulltime,2026-05-28,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Sunnyvale-CA/Sr-Engineer--Cloud-Native---AI-Detection-and-Response--AIDR---Hybrid-_R28705,140000.0,215000.0
"Sr. Engineer II, EPICS, NG-SIEM (Hybrid)",CrowdStrike,"Austin, TX, US",False,fulltime,2026-05-28,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Austin-TX/Sr-Engineer-II--EPICS--NG-SIEM--Hybrid-_R28391,160000.0,250000.0
Data Engineer,Cotiviti,"Remote, US",True,fulltime,2026-05-28,https://careers-cotiviti.icims.com/jobs/19161/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f,80000.0,112000.0
Senior Full Stack Developer,Colliers Engineering & Design,"Seattle, WA, US",False,fulltime,2026-05-28,https://careers-mg2.icims.com/jobs/12734/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f,,
Senior Full Stack Developer,Colliers Engineering & Design,"Seattle, WA, US",False,fulltime,2026-05-28,https://careers.colliersengineering.com/jobs/12734/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f,,
Full Stack Developer,Colliers Engineering & Design,"Seattle, WA, US",False,fulltime,2026-05-28,https://careers-mg2.icims.com/jobs/12735/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f,95800.0,148300.0
Full Stack Developer,Colliers Engineering & Design,"Seattle, WA, US",False,fulltime,2026-05-28,https://careers.colliersengineering.com/jobs/12735/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f,95800.0,148300.0
"Sr. Full Stack Developer – Java & Spring Boot, Angular and AWS(Hybrid)",Cognizant,"Orlando, FL, US",False,fulltime,2026-05-28,https://careers.cognizant.com/global-en/jobs/00068665598/sr-full-stack-developer-java-spring-boot-angular-and-aws-hybrid/,68422.0,131500.0
Senior Software Development Engineer,Clearwater Analytics (CWAN),"Boise, ID, US",False,fulltime,2026-05-28,https://clearwateranalytics.wd1.myworkdayjobs.com/Clearwater_Analytics_Careers/job/Office---Boise/Senior-Software-Development-Engineer_R11841,,
Java Developer,Capgemini,"Chicago, IL, US",False,fulltime,2026-05-28,https://www.capgemini.com/jobs/476857-en_US_SAPBTP/,61087.0,104364.0
Full Stack Java Developer C1,Capgemini,"Bellevue, WA, US",False,contract,2026-05-28,https://capgemini.talentnet.community/jobs/30801ad0-299d-4aa1-82c2-0310848d8584,39.0,61.0
Full Stack Java Developer,Capgemini,"Tampa, FL, US",False,fulltime,2026-05-28,https://www.capgemini.com/jobs/392691-en_US_SAPBTP/,60000.0,65000.0
DevOps Engineer C1,Capgemini,"Bellevue, WA, US",False,contract,2026-05-28,https://capgemini.talentnet.community/jobs/431dcb17-96ad-4b1b-9435-72ba3affcc57,39.0,61.0
Processing Engineer (P-3),CTBTO Preparatory Commission,US,False,,2026-05-28,https://career2.successfactors.eu/career?career_ns=job_listing&company=ctbtoprepa&navBarLevel=JOB_SEARCH&rcm_site_locale=en_GB&career_job_req_id=2422,,
DevOps Engineer,"CAI (Computer Aid, Inc.)",US,True,fulltime,2026-05-28,https://careers.cai.io/us/en/job/R7813/DevOps-Engineer,65.0,70.0
Software Engineer - Operational Excellence,Builder Prime,US,True,fulltime,2026-05-28,https://jobs.ashbyhq.com/builder-prime/8155fbd7-eb36-41e2-acde-0830dcefdf78?utm_source=DoLo3NOLOQ,115000.0,130000.0
Data Engineer,Bread Financial,"Columbus, OH, US",True,fulltime,2026-05-28,https://alliancedata.wd5.myworkdayjobs.com/en-US/breadfinancial_US/job/Columbus-OH/Data-Engineer_R1012504-1,87900.0,198900.0
"Senior Software Engineer, Search Relevance",Box,"Redwood City, CA, US",False,,2026-05-28,https://grnh.se/f8it4k4q1us,198500.0,248000.0
Senior Full-Stack Software Engineer – Supply Chain & Operations,Blue Origin,"Seattle, WA, US",False,fulltime,2026-05-28,https://blueorigin.wd5.myworkdayjobs.com/en-US/BlueOrigin/job/Greater-Seattle-Area/Senior-Full-Stack-Software-Engineer---Supply-Chain---Operations_R65696,197529.0,276539.0
Interoperability Engineer,Blue Cross and Blue Shield of Kansas,"Topeka, KS, US",True,fulltime,2026-05-28,https://bcbsks.wd1.myworkdayjobs.com/en-US/External/job/Topeka/Interoperability-Engineer_R2026191,94400.0,118000.0
Sr. Software Engineer - Analytics,Babel Street,"Somerville, MA, US",False,,2026-05-28,https://grnh.se/fb7lzvww1us,130000.0,155000.0
"Senior Director, Full-Stack Engineer",BNY,"Pittsburgh, PA, US",False,fulltime,2026-05-28,https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_3001/requisitions/preview/75981,,
Network Engineer (Expert),BAE Systems USA,"Herndon, VA, US",False,fulltime,2026-05-28,https://jobs.baesystems.com/global/en/job/125515BR,149603.0,254317.0
Resident Care Director of Spring Arbor at Steele Creek!,Allegro Living,"Charlotte, NC, US",False,fulltime,2026-05-28,https://jobs.dayforcehcm.com/en-US/foundry/ALLEGROCANDIDATEPORTAL/jobs/17135,,
Partner Solutions Engineer,Adyen,"New York, NY, US",True,,2026-05-28,https://grnh.se/xxi6g4gd1us,154000.0,208000.0
Senior Backnd Developer - 6298582,Accenture,"Irving, TX, US",False,fulltime,2026-05-28,https://accenture.com/us-en/careers/jobdetails?id=14374832_en,54.0,64.0
Software Instrumentation Engineer,AbbVie,"Madison, WI, US",False,fulltime,2026-05-28,https://jobs.smartrecruiters.com/AbbVie/3743990013354855-software-instrumentation-engineer,75000.0,142500.0
Software Automation Engineer,Abarca Health,"San Juan, PR, US",False,,2026-05-28,https://grnh.se/90eg7ten3us,,
Senior Data Engineer,AXIAN,"Portland, OR, US",False,,2026-05-28,https://www.axian.com/job_opportunity/senior-data-engineer/,,
