title,company,location,is_remote,job_type,date_posted,job_url_direct,site,job_url,min_amount,max_amount,interval,currency
"Senior/Principal R&D Computer Science - Manufacturing Systems Application Developer (Full-Stack), Onsite",Sandia National Laboratories,"Albuquerque, NM, US",False,fulltime,2026-05-26,https://cg.sandia.gov/psc/applicant/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=697970&PostingSeq=1,indeed,https://www.indeed.com/viewjob?jk=1754bdbb8eed1b37,117500.0,235700.0,yearly,USD
"Senior Full Stack Software Engineer - Catalogs, Hierarchy & OrgMDM (Hybrid - Seattle, WA)",Nordstrom,"Seattle, WA, US",False,,2026-05-26,https://careers.nordstrom.com/senior-full-stack-software-engineer-catalogs-hierarchy-orgmdm-hybrid-seattle-wa/job/1E621E383FD5979BEFEBC992E1A2ED20,indeed,https://www.indeed.com/viewjob?jk=83f82aaa0bacb5b1,142000.0,220500.0,yearly,USD
Senior Full Stack UI Developer - 26-06120,NavitasPartners,"Columbia, SC, US",True,,2026-05-26,https://navitasp.talentnest.com/en/posting/235531/location/282272?source=indeed,indeed,https://www.indeed.com/viewjob?jk=e0a418dca32ff773,,,,
Full Stack Developer - PowerShell,Lafayette Group,"Arlington, VA, US",True,fulltime,2026-05-26,"https://jobs.localjobnetwork.com/j/t-full-stack-developer-powershell-e-lafayette-group-inc-l-arlington,-va-jobs-j87272601.html",indeed,https://www.indeed.com/viewjob?jk=ef5291cfd8bee98f,100000.0,125000.0,yearly,USD
"Sr Software Engineer, Fullstack",LTK,"Remote, US",True,,2026-05-26,https://grnh.se/y7auruv23us,indeed,https://www.indeed.com/viewjob?jk=9728099258cfb381,,,,
Front End/Angular 2+/Full Stack Java Developer,General Dynamics Information Technology,"Hanover, MD, US",False,,2026-05-26,https://www.gdit.com/careers/job/723053fd9/front-endangular-2full-stack-java-developer/,indeed,https://www.indeed.com/viewjob?jk=d078043d3a055c2f,111155.0,150385.0,yearly,USD
Full Stack Developer,Everforth ECS,"Springfield, VA, US",False,,2026-05-26,https://recruiting.adp.com/srccsh/public/RTI.home?r=5001200645806&c=2201039&d=ExternalCareerSite&rb=INDEED&idUnique=5001200645806,indeed,https://www.indeed.com/viewjob?jk=ec2092e62f4a7d0c,,,,
Java Springwood Backend Developer (Hybrid),Cognizant,"Denver, CO, US",False,fulltime,2026-05-26,https://careers.cognizant.com/global-en/jobs/00069025071/java-springwood-backend-developer-hybrid/,indeed,https://www.indeed.com/viewjob?jk=12483420b6facc39,80000.0,135000.0,yearly,USD
"Vice President, Full-Stack Engineer",BNY,"Pittsburgh, PA, US",False,fulltime,2026-05-26,https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_3001/requisitions/preview/75669,indeed,https://www.indeed.com/viewjob?jk=64d1ab74222c024f,,,,
"Vice President, Full-Stack Engineer",BNY,"Pittsburgh, PA, US",False,fulltime,2026-05-26,https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_3001/requisitions/preview/74985,indeed,https://www.indeed.com/viewjob?jk=b19180c20a56c016,,,,
"Software Engineer 2 - (Full Stack, JavaScript, React)","Akina, Inc.","Fort Meade, MD, US",False,,2026-05-26,https://akina.catsone.com/careers/99975-General/jobs/16816033-Software-Engineer-2--Full-Stack-JavaScript-React/?ref=Indeed,indeed,https://www.indeed.com/viewjob?jk=eb996a48e76d2128,191000.0,234000.0,yearly,USD
