Title,Company,Location,Is Remote?,Job Type,Date Posted,Direct URL,Min Amount,Max Amount
Full Stack Software Developer,Optum,"Fort Worth, TX, US",True,fulltime,2026-05-27,https://uhg.taleo.net/careersection/10000/jobdetail.ftl?job=2352634&lang=en,72800.0,130000.0
Software Engineer Level 1 -FFPP-8876,"Onyx Point, Inc.","Hanover, MD, US",True,,2026-05-27,https://onyxpointinc.catsone.com/careers/46015-General/jobs/16816606-Software-Engineer-Level-1-FFPP8876/?ref=Indeed,78000.0,250000.0
Senior Software Engineer- Forward Deployed,Newpage Digital Healthcare solutions,"Remote, US",True,contract,2026-05-27,https://newpage.io/careers/OHRjR1F6Mm1vTUZ3WlhESXJRMTJWZz09,,
Principal Software Engineer- Forward Deployed,Newpage Digital Healthcare solutions,"Remote, US",True,contract,2026-05-27,https://newpage.io/careers/SVRvVE0zNGNGNGRjOTFPQnN6NGFJQT09,,
Senior Full Stack Software Engineer,NEW ERA TECHNOLOGIES,"Wright-Patterson AFB, OH, US",False,fulltime,2026-05-27,http://www.indeed.com/job/senior-full-stack-software-engineer-f997055d9c080f99,130000.0,200000.0
"Senior Software Engineer, Data",Lila Sciences,"Cambridge, MA, US",False,,2026-05-27,https://job-boards.greenhouse.io/lilasciences/jobs/4250077009,144000.0,288000.0
"Senior Software Engineer, App",Lila Sciences,"Cambridge, MA, US",False,,2026-05-27,https://job-boards.greenhouse.io/lilasciences/jobs/4248042009,144000.0,240000.0
"Sr Software Engineer, Fullstack",LTK,US,True,,2026-05-27,https://job-boards.greenhouse.io/shopltk/jobs/7748641003,,
"Specialist, Software Engineer",L3Harris,"Palm Bay, FL, US",False,,2026-05-27,https://careers.harris.com/job/-/-/4832/95608260736,,
Full Stack Developer-Java/Guidewire,Kemper,"Birmingham, AL, US",False,fulltime,2026-05-27,https://kemper.wd5.myworkdayjobs.com/Kemper_Careers/job/Jacksonville-Florida/Full-Stack-Developer-Java-Guidewire_R-26-0035772,,
Senior AI Engineer,Holtzbrinck Publishing Group,"New York, NY, US",True,,2026-05-27,https://holtzbrinck.com/de/job/senior-ai-engineer,150000.0,160000.0
Software Developer,Geographic Technologies Group,US,True,fulltime,2026-05-27,https://geographic-technologies-group-inc.careerplug.com/j/02zwmu5,110000.0,130000.0
Senior Full-Stack Software Engineer,General Dynamics Information Technology,"Falls Church, VA, US",True,,2026-05-27,https://www.gdit.com/careers/job/b39583635/senior-full-stack-software-engineer/,212500.0,287500.0
Senior Full Stack Software Developer,Fragomen,"Remote, US",True,fulltime,2026-05-27,https://fragomen.wd115.myworkdayjobs.com/en-US/FragomenCareers/job/US-Corporate-Remote/Senior-Full-Stack-Software-Developer_REQ-026395,,
Full Stack Engineer – Angular and Python,Fidelity Investments,"Merrimack, NH, US",False,,2026-05-27,https://jobs.fidelity.com/en/jobs/2129093/full-stack-engineer-angular-and-python/,,
Senior Software Engineer II,Compass Group,"Manhattan, NY, US",False,,2026-05-27,https://grnh.se/pnxi6zva1us,176000.0,196100.0
Senior Software Engineer II,Compass Group,"Boston, MA, US",False,,2026-05-27,https://grnh.se/0vqo6pa61us,176000.0,196100.0
Senior Software Engineer II,Compass,"Seattle, WA, US",False,,2026-05-27,https://grnh.se/kwg3woa91us,176000.0,196100.0
.NET Full Stack Developer,BV Teck,"Remote, US",True,fulltime,2026-05-27,https://brightvisiontechnologies.applytojob.com/apply/Z5yevon1wp/NET-Full-Stack-Developer?source=INDE&~,100000.0,150000.0
.NET Full Stack Developer,BV Teck,"Remote, US",True,fulltime,2026-05-27,https://brightvisiontechnologies.applytojob.com/apply/WBSxc3pIVF/NET-Full-Stack-Developer?source=INDE&~,100000.0,150000.0
Full Stack Application Developer,Arista Networks,"Cary, NC, US",False,fulltime,2026-05-27,https://jobs.smartrecruiters.com/AristaNetworks/744000128633118-full-stack-application-developer,,
Product Engineer,,"Fort Worth, TX, US",False,contract,2026-05-27,http://www.indeed.com/job/product-engineer-1860cb5351777c81,50.0,80.0
Full Stack Product Engineer,,"Fargo, ND, US",True,fulltime,2026-05-27,http://www.indeed.com/job/full-stack-product-engineer-68eea95ed9b8ca65,,
Founding Software Engineer,,"Remote, US",True,contract,2026-05-27,http://www.indeed.com/job/founding-software-engineer-df4c4636776dcb49,70000.0,150000.0
"Software Engineer, Full Stack (C# / .NET / Azure)","Windsor Solutions, Inc.","Tigard, OR, US",True,fulltime,2026-05-26,https://windsorsolutions.bamboohr.com/careers/28?source=indeed&src=indeed&postedDate=2026-05-26,,
"Staff, Software Engineer",Walmart,"Bentonville, AR, US",False,,2026-05-26,https://click.appcast.io/t/RZvm_o2ag2LbZa6uPZEnGMZ-H3_i4gSYQPitvC9uQQU=,110000.0,286000.0
Software Engineer- Operations and Infrastructure,Visa,"Austin, TX, US",False,fulltime,2026-05-26,https://visa.wd5.myworkdayjobs.com/Visa/job/US---Austin-TX/Software-Engineer--Operations-and-Infrastructure_REF082602W,88000.0,136900.0
Software Engineer- Operations and Infrastructure,Visa,"Austin, TX, US",False,fulltime,2026-05-26,https://visa.wd5.myworkdayjobs.com/Visa/job/US---Austin-TX/Software-Engineer--Operations-and-Infrastructure_REF082600W,88000.0,136900.0
Quality/Test Engineer,Via Logic LLC,"Atlanta, GA, US",True,fulltime,2026-05-26,https://grnh.se/0h6sivry8us,90000.0,110000.0
Senior SAP S/4HANA ABAP & Fiori Full Stack Developer,Tata Consultancy Services (TCS),"Loveland, CO, US",False,,2026-05-26,https://ibegin.tcsapps.com/candidate/jobs/shared-job/NDE0MTQ2Sg==,100000.0,120000.0
Senior Full Stack Engineer,Tata Consultancy Services (TCS),"Mason, OH, US",False,,2026-05-26,https://ibegin.tcsapps.com/candidate/jobs/shared-job/NDE0MTU0Sg==,105000.0,145000.0
.NET Azure Full Stack Developer,Tata Consultancy Services (TCS),"Bellevue, WA, US",False,,2026-05-26,https://ibegin.tcsapps.com/candidate/jobs/shared-job/NDE0MTc2Sg==,64000.0,98000.0
Full Stack Web Developer,Space Dynamics Laboratory,"North Logan, UT, US",False,fulltime,2026-05-26,https://spacedynamicslaboratory.applytojob.com/apply/l86BfTxajX/Full-Stack-Web-Developer?source=INDE&~,90000.0,180000.0
.NET+SQL Fullstack Developer,SharpQuest,"Troy, MI, US",False,fulltime,2026-05-26,https://www.sharpquest.com/Career#US-26-0062%20.NET+SQL%20Fullstack%20Developer,,
"Senior/Principal R&D Computer Science - Manufacturing Systems Application Developer (Full-Stack), Onsite",Sandia National Laboratories,"Albuquerque, NM, US",False,fulltime,2026-05-26,https://cg.sandia.gov/psc/applicant/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=697970&PostingSeq=1,117500.0,235700.0
Sr. Software Engineer - Partnerships New Verticals (Remote),Rula,"Los Angeles, CA, US",True,fulltime,2026-05-26,https://jobs.ashbyhq.com/rula/a523f461-908f-4527-8611-a72e5544df09?utm_source=NXokZROjzZ,,
Software Developer,Rite Rug,"Whitehall, OH, US",True,,2026-05-26,https://www.paycomonline.net/v4/ats/web.php/portal/6FD109136866919FF563B80863D310CB/jobs/21398?source=Indeed,90000.0,100000.0
Software Engineer Team Leader - Fraud Systems,Regions Financial,"Hoover, AL, US",False,fulltime,2026-05-26,https://careers.regions.com/us/en/job/RFCOUSR102972ENUSEXTERNAL/Software-Engineer-Team-Leader-Fraud-Systems?utm_source=indeed&utm_medium=phenom-feeds,127767.0,168210.0
Sr. Full Stack Developer (React/Node),Recutify Inc.,"Woodlawn, MD, US",False,contract,2026-05-26,https://candidateportal.ceipal.com/job-details/XapejDQqmqFWb1faz-SRodCFpHxDmc1WxzM23zB4rJ0#.job_boards.Indeed,50.0,55.0
KD Applications Developer,Probity Inc.,"Herndon, VA, US",False,,2026-05-26,https://probity.com/careers-listing/?gnk=job&gni=8a7887a19e46f5e2019e662b41e8277c&gns=Indeed+Free,,
KD Applications Developer,Probity Inc.,"Herndon, VA, US",False,,2026-05-26,https://probity.com/careers-listing/?gnk=job&gni=8a7887a19e46f5e2019e6627ae292695&gns=Indeed+Free,,
Full Stack Software Engineer,Post Acute Analytics,US,True,,2026-05-26,https://recruiting.paylocity.com/Recruiting/Jobs/Details/4200406/Post-Acute-Analytics-Inc/Full-Stack-Software-Engineer?source=Indeed_Feed,,
Principal Software Engineer,PepsiCo,"Plano, TX, US",False,,2026-05-26,https://pepsicojobs.com/jobs/449656/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f,127500.0,221800.0
Senior Full Stack Developer,"Paradigm, Inc","Virginia Beach, VA, US",True,fulltime,2026-05-26,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=8d256fa4-be53-4c3d-8e4e-f23a21b69252&ccId=9201156622448_3&jobId=578842&jwId=9201156622448_1&source=IN&lang=en_US,130000.0,150000.0
Senior AI Full Stack Engineer,Panasonic Automotive,"Farmington Hills, MI, US",True,fulltime,2026-05-26,https://careers.panasonicautomotive.com/jobs/45690/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f,,
Fullstack Developer,PENNYMAC,"Carrollton, TX, US",False,,2026-05-26,https://careers.pennymac.com/jobs/39122/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f,90000.0,150000.0
"Full-Stack Software Engineer, Compute Foundations",OpenAI,"San Francisco, CA, US",False,fulltime,2026-05-26,https://openai.com/careers/full-stack-software-engineer-compute-foundations-san-francisco/,230000.0,347000.0
"Senior Full Stack Software Engineer - Catalogs, Hierarchy & OrgMDM (Hybrid - Seattle, WA)",Nordstrom,"Seattle, WA, US",False,,2026-05-26,https://careers.nordstrom.com/senior-full-stack-software-engineer-catalogs-hierarchy-orgmdm-hybrid-seattle-wa/job/1E621E383FD5979BEFEBC992E1A2ED20,142000.0,220500.0
Staff Software Engineer (Consumer Engineering),NerdWallet,US,True,fulltime,2026-05-26,https://jobs.ashbyhq.com/nerdwallet/86d3520d-151c-4ff7-9670-0bad9f6e307a?utm_source=aWoMeXVRKM,152000.0,282000.0
"Staff Software Engineer, Full Stack - Early Cancer Detection (ECD)",Natera,"San Carlos, CA, US",False,,2026-05-26,https://job-boards.greenhouse.io/natera/jobs/6000554004,167300.0,209100.0
Staff Software Engineer,Lower,"Columbus, OH, US",False,fulltime,2026-05-26,https://lower.wd1.myworkdayjobs.com/en-US/lower_external_careers/job/Columbus-OH-N-High-St/Staff-Software-Engineer_JR100379,,
"Senior Software Engineer, App",Lila Sciences,"San Francisco, CA, US",False,,2026-05-26,https://grnh.se/37scdfhe9us,144000.0,240000.0
Full Stack Developer - PowerShell,Lafayette Group,"Arlington, VA, US",True,fulltime,2026-05-26,"https://jobs.localjobnetwork.com/j/t-full-stack-developer-powershell-e-lafayette-group-inc-l-arlington,-va-jobs-j87272601.html",100000.0,125000.0
"Sr Software Engineer, Fullstack",LTK,"Remote, US",True,,2026-05-26,https://grnh.se/y7auruv23us,,
Sr Front-End Developer,Intellibee Inc,"Columbia, SC, US",False,,2026-05-26,https://intellibee.my.salesforce-sites.com/apps/jobs?id=a0AUU000006t4h32AA,,
Software Engineer (Partial Telework),GliaCell Technologies,"Annapolis Junction, MD, US",True,fulltime,2026-05-26,https://gliacelltechnologies.applytojob.com/apply/YTEisdbFgp/Software-Engineer-Partial-Telework?source=INDE&~,115000.0,190000.0
Software Engineer – Full Stack 3D Graphics,General Motors (GM),"Mountain View, CA, US",True,fulltime,2026-05-26,https://generalmotors.wd5.myworkdayjobs.com/en-US/Careers_GM/job/Mountain-View-Technical-Center---Mountain-View-Technical-Center/Software-Engineer---Full-Stack-3D-Graphics_JR-202611712,182385.0,217800.0
Front End/Angular 2+/Full Stack Java Developer,General Dynamics Information Technology,"Hanover, MD, US",False,,2026-05-26,https://www.gdit.com/careers/job/723053fd9/front-endangular-2full-stack-java-developer/,111155.0,150385.0
Staff Engineer - Customer Platform,GEICO,"Seattle, WA, US",False,fulltime,2026-05-26,https://click.appcast.io/t/Rr8t5DwPsujdooOtwcxJ6qwvE4bgukFuZixuMW1VHVY=,105000.0,260000.0
Staff Engineer - Customer Platform,GEICO,"Dallas, TX, US",False,fulltime,2026-05-26,https://click.appcast.io/t/klmQkS9jYt4G8asoz4RBvziVP_4HwhsDOzLmXzJAsrs=,105000.0,260000.0
Staff Engineer - Customer Platform,GEICO,"Bethesda, MD, US",False,fulltime,2026-05-26,https://click.appcast.io/t/z-wfsImwewwt8XI9w5qsRzCnenHV5I485vvyxaQzio4=,105000.0,260000.0
Full Stack Developer,Everforth ECS,"Springfield, VA, US",False,,2026-05-26,https://recruiting.adp.com/srccsh/public/RTI.home?r=5001200645806&c=2201039&d=ExternalCareerSite&rb=INDEED&idUnique=5001200645806,,
Senior Full Stack .NET Developer,Enlyte,"Remote, US",True,fulltime,2026-05-26,https://careers.enlyte.com/jobs/19027/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f,87000.0,125000.0
Senior Full Stack Engineer (Shopify),Dolls Kill,"Oakland, CA, US",False,,2026-05-26,https://jobs.lever.co/dollskill/0b747976-22a4-4d9e-a67a-a027494350e9?lever-source=Indeed,,
AI Enabled Software Engineer,Customer Value Partners (CVP),US,False,fulltime,2026-05-26,https://careers-cvpcorp.icims.com/jobs/3201/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f,,
Full Stack Developer,Core4ce,"Reston, VA, US",False,fulltime,2026-05-26,https://jobs.silkroad.com/Core4ce/Careers/jobs/1289,,
Java Springwood Backend Developer (Hybrid),Cognizant,"Denver, CO, US",False,fulltime,2026-05-26,https://careers.cognizant.com/global-en/jobs/00069025071/java-springwood-backend-developer-hybrid/,80000.0,135000.0
Full Stack Engineer,Circadence,"Tupelo, MS, US",False,fulltime,2026-05-26,https://circadence.jobs.agile-ats.com/jobs/details/40,,
Senior Software Engineer - Translational Genomics,Broad Institute,"Cambridge, MA, US",False,fulltime,2026-05-26,https://broadinstitute.avature.net/en_US/careers/JobDetail/Senior-Software-Engineer-Translational-Genomics/21858,108000.0,150667.0
"Vice President, Full-Stack Engineer",BNY,"Pittsburgh, PA, US",False,fulltime,2026-05-26,https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_3001/requisitions/preview/75669,,
"Vice President, Full-Stack Engineer",BNY,"Pittsburgh, PA, US",False,fulltime,2026-05-26,https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_3001/requisitions/preview/74985,,
"Software Engineer 2 - (Full Stack, JavaScript, React)","Akina, Inc.","Fort Meade, MD, US",False,,2026-05-26,https://akina.catsone.com/careers/99975-General/jobs/16816033-Software-Engineer-2--Full-Stack-JavaScript-React/?ref=Indeed,191000.0,234000.0
Sr. Software Engineer,,"San Francisco, CA, US",True,fulltime,2026-05-26,https://jobs.ashbyhq.com/metriport/85bd7ce4-6ac5-43d9-aa9a-0f07dcd94f0b?utm_source=vg3xPrw8YZ,160000.0,220000.0
Software Engineer Stf - Level 4 (Top Secret),Lockheed Martin,"King of Prussia, PA, US",True,fulltime,2026-05-25,https://www.lockheedmartinjobs.com/job/king-of-prussia/software-engineer-stf-level-4-top-secret/694/95594170512,,
Software Engineer Sr - Level 3 (Top Secret),Lockheed Martin,"King of Prussia, PA, US",True,fulltime,2026-05-25,https://www.lockheedmartinjobs.com/job/king-of-prussia/software-engineer-sr-level-3-top-secret/694/95594170416,,
Software Engineer - Level 2 (Top Secret),Lockheed Martin,"King of Prussia, PA, US",True,fulltime,2026-05-25,https://www.lockheedmartinjobs.com/job/king-of-prussia/software-engineer-level-2-top-secret/694/95594170320,,
AI Engineer (TS/SCI Required),accrete,"New York, NY, US",False,fulltime,2026-05-01,https://accrete-ai.breezy.hr/p/b0eccf25776c-ai-engineer-ts-sci-required?source=indeed,170000.0,235000.0
