title,company,location,is_remote,job_type,date_posted,job_url_direct,site,job_url,min_amount,max_amount,interval,currency
Traffic Operations Data Engineer,State of Utah,"Salt Lake City, UT, US",True,fulltime,2026-05-27,https://utdgohcm.csod.com/ux/ats/careersite/4/home/requisition/960?c=utdgohcm&lang=en-US&source=IndeedATSSync&jbid=-19,indeed,https://www.indeed.com/viewjob?jk=f6ee60097fbfa548,36.0,72.0,hourly,USD
Junior Data Engineer,"Squeeze Technology, Inc.","Lake Forest, CA, US",False,fulltime,2026-05-27,http://www.indeed.com/job/junior-data-engineer-f68f78a2cb98c081,indeed,https://www.indeed.com/viewjob?jk=f68f78a2cb98c081,65000.0,75000.0,yearly,USD
Big Data Engineer,Shield Consulting Solutions,"Annapolis Junction, MD, US",False,fulltime,2026-05-27,https://theapplicantmanager.com/jobs?pos=sh5228&src=Indeed,indeed,https://www.indeed.com/viewjob?jk=66193f17110892ab,,,,
Senior Data Engineer (Azure & Databricks),SOCOTEC Group,"Dallas, TX, US",False,fulltime,2026-05-27,https://jobs.smartrecruiters.com/Socotec/744000128577878-senior-data-engineer-azure-databricks-,indeed,https://www.indeed.com/viewjob?jk=dd215d5414c53bc0,,,,
Senior Data Engineer (Azure & Databricks),SOCOTEC Group,"Boston, MA, US",False,fulltime,2026-05-27,https://jobs.smartrecruiters.com/Socotec/744000128738608-senior-data-engineer-azure-databricks-,indeed,https://www.indeed.com/viewjob?jk=634ea8c9beab0812,,,,
Senior Data Integration Engineer,SCN BestCo,"Golden, CO, US",False,fulltime,2026-05-27,https://recruiting2.ultipro.com/HAR1030HARY/JobBoard/be6488f0-4b70-4588-95fe-a85a47f28ad2/OpportunityDetail?opportunityId=3a660641-cb87-4d8f-bb94-29fe3b653d82&postingId=8e93ebd4-fdd3-4b26-9084-fbd10b8f1452,indeed,https://www.indeed.com/viewjob?jk=222ecc75c6f7decf,128196.0,192294.0,yearly,USD
"Senior Software Engineer, Data",Lila Sciences,"Cambridge, MA, US",False,,2026-05-27,https://job-boards.greenhouse.io/lilasciences/jobs/4250077009,indeed,https://www.indeed.com/viewjob?jk=e71383b94e86fbaa,144000.0,288000.0,yearly,USD
Vice President – Policy Engine & Data Contracts Engineer,JPMorganChase,"Jersey City, NJ, US",False,fulltime,2026-05-27,https://JPMorganChase.contacthr.com/152236968,indeed,https://www.indeed.com/viewjob?jk=c50e646d6e304121,142500.0,210000.0,yearly,USD
Azure Data AI Engineer,IT America Inc,"Austin, TX, US",True,contract,2026-05-27,http://www.indeed.com/job/azure-data-ai-engineer-f36e41217958ecb1,indeed,https://www.indeed.com/viewjob?jk=f36e41217958ecb1,60.0,70.0,hourly,USD
Life Science Data Engineer,IFF,"Madison, WI, US",False,fulltime,2026-05-27,https://iff.wd5.myworkdayjobs.com/en-US/IFF_Careers/job/Madison-WI-USA/Life-Science-Data-Engineer_R18014,indeed,https://www.indeed.com/viewjob?jk=3edc1edcc34e5b6f,,,,
Senior Data Engineer,HDR,"Omaha, NE, US",False,fulltime,2026-05-27,https://hdr.taleo.net/careersection/ex/jobdetail.ftl?job=193132&tz=GMT-05%3A00&tzname=America%2FChicago,indeed,https://www.indeed.com/viewjob?jk=5878b50ca27a5ad2,,,,
Lead Data Platform Engineer,HDR,"Omaha, NE, US",True,fulltime,2026-05-27,https://hdr.taleo.net/careersection/ex/jobdetail.ftl?job=193133&tz=GMT-05%3A00&tzname=America%2FChicago,indeed,https://www.indeed.com/viewjob?jk=5ec3d6a5201c7739,,,,
Data Engineer 2,HDR,"Omaha, NE, US",False,fulltime,2026-05-27,https://hdr.taleo.net/careersection/ex/jobdetail.ftl?job=193130&tz=GMT-05%3A00&tzname=America%2FChicago,indeed,https://www.indeed.com/viewjob?jk=1efe3bdead53159b,,,,
Sr Data Engineer,Grand Circle Travel,"Boston, MA, US",False,,2026-05-27,https://recruiting.ultipro.com/GRA1008GCIRC/JobBoard/7f0198d2-b59a-4441-9f15-79ce5a4de55b/OpportunityDetail?opportunityId=1fc73acd-b835-4962-8712-8b69263c9faf&postingId=72589cdf-1941-4f1f-a2ed-6a8f706fcdc2,indeed,https://www.indeed.com/viewjob?jk=54baeed1bb9bcd57,140000.0,150000.0,yearly,USD
"Software Engineer, Data Center Systems and Analytics",Google,"Kirkland, WA, US",False,fulltime,2026-05-27,https://careers.google.com/jobs/results/84078202430857926-software-engineer/,indeed,https://www.indeed.com/viewjob?jk=b81e4a4970dffe32,147000.0,211000.0,yearly,USD
"Senior Staff Software Engineer, Geo Auto Data Platform",Google,"Mountain View, CA, US",False,fulltime,2026-05-27,https://careers.google.com/jobs/results/121696197478884038-senior-staff-software-engineer/,indeed,https://www.indeed.com/viewjob?jk=538e06823a114d9f,262000.0,365000.0,yearly,USD
"Commissioning Project Engineer, Data Centers",FluidStack,"Austin, TX, US",False,fulltime,2026-05-27,https://careers.fluidstack.io/jobs/commissioning-project-engineer-data-centers,indeed,https://www.indeed.com/viewjob?jk=05fcfdad37eb12f6,150000.0,220000.0,yearly,USD
Data Engineer,Cayuse Holdings,"Austin, TX, US",False,fulltime,2026-05-27,https://careers-cayuseholdings.icims.com/jobs/3909/job,indeed,https://www.indeed.com/viewjob?jk=8383bcaf3f0d64cd,108160.0,153920.0,yearly,USD
"Data Engineer, Human Cohorts",Calico Life Sciences,"South San Francisco, CA, US",False,,2026-05-27,https://www.calicolabs.com/careers/?gh_jid=8561499002,indeed,https://www.indeed.com/viewjob?jk=a58690392471ea9d,191000.0,195000.0,yearly,USD
Project Engineer - Data Center Construction,CUPERTINO ELECTRIC,"Santa Teresa, NM, US",False,fulltime,2026-05-27,https://app.jobvite.com/CompanyJobs/Job.aspx?j=oUy8zfwT&s=Indeed,indeed,https://www.indeed.com/viewjob?jk=7e7fbd4e0aaf392c,55500.0,86000.0,yearly,USD
Data Engineer,CNS Healthcare,"Detroit, MI, US",False,,2026-05-27,https://recruiting.ultipro.com/COM1068COMN/JobBoard/5509fc5e-5a4f-4a28-bb60-7fe9d1e0a361/OpportunityDetail?opportunityId=ca83bb38-356e-4892-a59b-69cbc80254e5&postingId=02ef8ba2-c1e0-48de-93c4-7b13ae5c24d8,indeed,https://www.indeed.com/viewjob?jk=c70edfb2f5d8ceaf,,,,
Data Engineer,BRUNT Workwear,"Boston, MA, US",False,fulltime,2026-05-27,https://grnh.se/srdulr1m6us,indeed,https://www.indeed.com/viewjob?jk=d9a66e52ac0ae1b3,120000.0,140000.0,yearly,USD
Senior Data Engineers,American Express,"New York, NY, US",True,fulltime,2026-05-27,https://careers.americanexpress.com/en/sites/CX_1/jobs/preview/26008450/?intlink=us-amex-career-en-us-search,indeed,https://www.indeed.com/viewjob?jk=efb5224b9691ee09,167835.0,215250.0,yearly,USD
"Data Engineer II, DBS BI",Amazon Web Services,"Bellevue, WA, US",False,fulltime,2026-05-27,https://www.amazon.jobs/jobs/10431072/data-engineer-ii-dbs-bi?cmpid=DA_INAD200785B,indeed,https://www.indeed.com/viewjob?jk=1e2efa0df653131b,132100.0,178800.0,yearly,USD
"Data Engineer II, DBS BI",Amazon Web Services,"Bellevue, WA, US",False,fulltime,2026-05-27,https://www.amazon.jobs/jobs/10431070/data-engineer-ii-dbs-bi?cmpid=DA_INAD200785B,indeed,https://www.indeed.com/viewjob?jk=1b4b0e13821586e7,132100.0,178800.0,yearly,USD
Data Engineer,,"Remote, US",True,fulltime,2026-05-27,http://www.indeed.com/job/data-engineer-e523bf5a5bf5d62b,indeed,https://www.indeed.com/viewjob?jk=e523bf5a5bf5d62b,118783.0,143050.0,yearly,USD
Data Center Proposal Engineer,,"Remote, US",True,,2026-05-27,https://www.capstoneenergyplus.com/about/careers?gnk=job&gni=8a7887ac9bf44ecd019bfbb8aec610c2&gns=Indeed+Free,indeed,https://www.indeed.com/viewjob?jk=58ee437008777f50,125000.0,175000.0,yearly,USD
"Business Intelligence Engineer, Customer Data & Analytics, Customer Strategy",Zappos Family of Companies,"New York, NY, US",False,,2026-05-26,https://amazon.jobs/jobs/10430057,indeed,https://www.indeed.com/viewjob?jk=4e446c1458c62e4a,143400.0,194000.0,yearly,USD
Sr. Data Engineer,YETI,"Austin, TX, US",False,fulltime,2026-05-26,https://yeticoolers.wd5.myworkdayjobs.com/en-US/YETI/job/Austin-Texas/Sr-Data-Engineer_JR102064,indeed,https://www.indeed.com/viewjob?jk=cee3aa47a0915c77,,,,
Staff Engineer II - Master Data Management,Western Alliance Bank,"Phoenix, AZ, US",False,fulltime,2026-05-26,https://westernalliancebank.wd5.myworkdayjobs.com/en-US/WAB/job/Phoenix-AZ/Staff-Engineer-II---Master-Data-Management_R13144,indeed,https://www.indeed.com/viewjob?jk=6d03deffadb61afb,,,,
Senior Software Engineer - Data Acquisition,WEX Inc.,"Portland, ME, US",False,fulltime,2026-05-26,https://careers.wexinc.com/us/en/job/R21706/Senior-Software-Engineer-Data-Acquisition,indeed,https://www.indeed.com/viewjob?jk=31f271f03ce245ec,121500.0,145500.0,yearly,USD
Data Systems & Integration Engineer,Vladimir Jones,"Colorado Springs, CO, US",True,fulltime,2026-05-26,https://vladimirjones.bamboohr.com/careers/137?source=indeed&src=indeed&postedDate=2026-05-26,indeed,https://www.indeed.com/viewjob?jk=af76cfca12bd23b8,75000.0,90000.0,yearly,USD
Senior Network Engineer – Cisco Infrastructure & Data Center Migration,VectorUSA,"Jersey City, NJ, US",False,,2026-05-26,https://grnh.se/t11zcmb63us,indeed,https://www.indeed.com/viewjob?jk=e504c380788d7a6f,,,yearly,USD
"Data Center Engineer, Structured Cabling & Physical Network",Uber,"Sunnyvale, CA, US",False,fulltime,2026-05-26,https://tnl2.jometer.com/v2/job?jz=5wqzs12e566b97e5ad920597de6028d0e3e76KMAAKAAAAABQ&iis=Job%20Board%20-%20Recruitment%20Marketing&iisn=Indeed%20Organic,indeed,https://www.indeed.com/viewjob?jk=3bb5a84e4a687f13,180000.0,200000.0,yearly,USD
"Data Center Engineer, Electrical",Uber,"San Francisco, CA, US",False,fulltime,2026-05-26,https://tnl2.jometer.com/v2/job?jz=5wqzs5f1a81177577c02e67deec59aa205512KMAAKAAAAABQ&iis=Job%20Board%20-%20Recruitment%20Marketing&iisn=Indeed%20Organic,indeed,https://www.indeed.com/viewjob?jk=9da7a2c145815a60,180000.0,200000.0,yearly,USD
Associate Data Engineer,UST,"Seattle, WA, US",False,,2026-05-26,https://usource.ripplehire.com/candidate/?token=xHQWoFn4C242POo7xMpH&source=CAREERSITE#detail/job/59194,indeed,https://www.indeed.com/viewjob?jk=94bfafd4040638c7,56000.0,84000.0,yearly,USD
IT Specialist (Data Engineer),U.S. Commodity Futures Trading Commission,"Washington, DC, US",True,fulltime,2026-05-26,https://www.usajobs.gov:443/job/870623700,indeed,https://www.indeed.com/viewjob?jk=45efffe48ae583fc,152377.0,223819.0,yearly,USD
Logistics Data Engineer (Corporate 412 West),Tyson Foods Incorporated,"Springdale, AR, US",False,fulltime,2026-05-26,https://tysonfoods.wd5.myworkdayjobs.com/en-US/TSN/job/Corporate-412-West---Springdale-Arkansas/Logistics-Data-Engineer--Corporate-412-West-_R0461977-2,indeed,https://www.indeed.com/viewjob?jk=52c1feaa7cec542c,,,,
Data Platform Engineer II,Truist,"Raleigh, NC, US",True,fulltime,2026-05-26,https://careers.truist.com/us/en/job/TBJTBFUSR0114957EXTERNALENUS/Data-Platform-Engineer-II?utm_source=indeed&utm_medium=phenom-feeds,indeed,https://www.indeed.com/viewjob?jk=e81c1603066c07a1,,,,
Business Informatics Support Data Engineer,Trillium Health Resources,"Remote, US",True,fulltime,2026-05-26,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=86242cb5-2fdf-4468-b205-d8aef6aa10d5&ccId=19000101_000001&jobId=573967&source=IN&lang=en_US,indeed,https://www.indeed.com/viewjob?jk=ed909357965ec568,89208.0,110283.0,yearly,USD
Senior Developer Data Engineer,Thomas Jefferson University & Jefferson Health,"Fort Washington, PA, US",False,fulltime,2026-05-26,https://jeffersonhealth.wd5.myworkdayjobs.com/en-US/ThomasJeffersonExternal/job/Montgomery-County-PA/Senior-Developer-Data-Engineer_REQ-0030937-1,indeed,https://www.indeed.com/viewjob?jk=53915cbedfe4f7cb,,,,
Data Engineer,Texans Credit Union,"Richardson, TX, US",False,fulltime,2026-05-26,https://recruiting.paylocity.com/Recruiting/Jobs/Details/4200302/Texans-Credit-Union/Data-Engineer?source=Indeed_Feed,indeed,https://www.indeed.com/viewjob?jk=d9156803302c4499,,,,
Full Stack AI + Data Engineer,Techtorch,US,True,fulltime,2026-05-26,https://jobs.ashbyhq.com/techtorch/878bb1ac-11d2-4d0c-935c-47dc06333917?utm_source=w6YNDpprOA,indeed,https://www.indeed.com/viewjob?jk=6740052e5af1c2fe,,,,
"Software Engineer, I - Data Engineering",TORC Robotics,"Ann Arbor, MI, US",True,fulltime,2026-05-26,https://grnh.se/4oli674w2us,indeed,https://www.indeed.com/viewjob?jk=196506204c7c944f,114400.0,137300.0,yearly,USD
"Data Engineer, Wrapped, Fixed Term",Spotify,"New York, NY, US",True,contract,2026-05-26,https://www.lifeatspotify.com/jobs/data-engineer-wrapped-fixed-term,indeed,https://www.indeed.com/viewjob?jk=328774db5eb1ed52,,,,
Staff Risk AI & Data Engineer,SoFi,"Jacksonville, FL, US",True,,2026-05-26,https://sofi.com/careers/job/7704502003?gh_jid=7704502003,indeed,https://www.indeed.com/viewjob?jk=c8a15bd66679bb28,153600.0,264000.0,yearly,USD
Staff Risk AI & Data Engineer,SoFi,"Jacksonville, FL, US",True,,2026-05-26,https://grnh.se/tx3ttjv73us,indeed,https://www.indeed.com/viewjob?jk=64076efd4378c813,,,,
Senior Data Engineer (5307),SMX,"Arlington, VA, US",False,,2026-05-26,https://grnh.se/vxzi5au33us,indeed,https://www.indeed.com/viewjob?jk=15ed4ded1ebdd397,125000.0,180000.0,yearly,USD
Senior Data Integration Engineer,SCN BestCo,"Mooresville, NC, US",False,,2026-05-26,https://recruiting.ultipro.com/BES1003BCOIN/JobBoard/a58ca5e0-2297-412f-9056-bbaae96707db/OpportunityDetail?opportunityId=5d610e50-ca2c-46e3-9684-c299b66e7392&postingId=5922eb9a-9237-4622-b558-9b6d61068e31,indeed,https://www.indeed.com/viewjob?jk=dd2530be74f865c6,,,,
"Senior Generalist (Python, Data) Engineer - Healthcare AI Platform (US, Remote)",Provectus,US,True,,2026-05-26,https://careers.provectus.com/vacancy/senior-generalist-python-data-engineer-healthcare-ai-platform-us-remote-8ec07401/,indeed,https://www.indeed.com/viewjob?jk=1a000f422a573ffd,,,,
"Senior Generalist (Python, Data) Engineer - Healthcare AI Platform (US, Remote)",Provectus,"Remote, US",True,fulltime,2026-05-26,https://jobs.lever.co/provectus/8ec07401-327d-47d1-9df0-e46365af81b5?lever-source=Indeed,indeed,https://www.indeed.com/viewjob?jk=71357244ce3edd3b,,,,
DS Data Engineer,Probity Inc.,"Chantilly, VA, US",False,,2026-05-26,https://probity.com/careers-listing/?gnk=job&gni=8a7887a19e46f5e2019e660006271823&gns=Indeed+Free,indeed,https://www.indeed.com/viewjob?jk=ef4c335e20ffcc8a,,,,
Senior Data Engineer,Performance Architects,"Remote, US",True,fulltime,2026-05-26,https://apply.appone.com:443/job/6a15b1eb376a89bd98af088a?utm_source=INDEED,indeed,https://www.indeed.com/viewjob?jk=9639aa4aa0cf2e67,100000.0,150000.0,yearly,USD
Data Engineer II,Pearson,"Remote, US",True,fulltime,2026-05-26,https://pearson.jobs/honolulu-hi/data-engineer-ii/A69A11BF87C04AB881846BEAF36CB561/job/,indeed,https://www.indeed.com/viewjob?jk=7b8a567bdd35f252,90000.0,110000.0,yearly,USD
"Senior, Data Engineer - Reliability Data",Pacific Gas and Electric,"Oakland, CA, US",True,fulltime,2026-05-26,https://jobs.pge.com/job/-/-/29673/95602038704,indeed,https://www.indeed.com/viewjob?jk=c7b64e919fdd2a17,122000.0,194000.0,yearly,USD
"Principal, Data Engineer - Reliability Data",Pacific Gas and Electric,"Oakland, CA, US",True,fulltime,2026-05-26,https://jobs.pge.com/job/-/-/29673/95602038576,indeed,https://www.indeed.com/viewjob?jk=fe437046eed4d49b,155000.0,265000.0,yearly,USD
"Expert, Data Engineer - Reliability Data",Pacific Gas and Electric,"Oakland, CA, US",True,fulltime,2026-05-26,https://jobs.pge.com/job/-/-/29673/95602038592,indeed,https://www.indeed.com/viewjob?jk=75ab7f5c5cea7c16,140000.0,238000.0,yearly,USD
"Associate, Data Engineer - Reliability Data",Pacific Gas and Electric,"Oakland, CA, US",True,fulltime,2026-05-26,https://jobs.pge.com/job/-/-/29673/95602038720,indeed,https://www.indeed.com/viewjob?jk=6ec5a512237713bc,37.0,59.0,hourly,USD
Senior Data Engineer,Optum,"Raleigh, NC, US",True,fulltime,2026-05-26,https://uhg.taleo.net/careersection/10000/jobdetail.ftl?job=2366631&lang=en,indeed,https://www.indeed.com/viewjob?jk=4b965cc65d75bb68,91700.0,163700.0,yearly,USD
Staff DevOps Data Engineer,Okta,"Washington, DC, US",False,,2026-05-26,https://www.okta.com/company/careers/business-technology/staff-devops-data-engineer-7615384/,indeed,https://www.indeed.com/viewjob?jk=3d62af169c8ba3a1,,,,
Senior Data Center Connectivity Engineer,NVIDIA,"CA, US",False,fulltime,2026-05-26,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Remote/Senior-Data-Center-Connectivity-Engineer_JR2018272,indeed,https://www.indeed.com/viewjob?jk=e0d6d682201484ec,208000.0,333500.0,yearly,USD
AWS Data Engineer (Cloud Data Platform & Pipeline Specialist) (FTE / Onsite),NTT DATA,"Atlanta, GA, US",True,fulltime,2026-05-26,https://careers.services.global.ntt/global/en/job/374192,indeed,https://www.indeed.com/viewjob?jk=2feefef0c932976c,,,,
AWS Data Engineer,NTT DATA,"Atlanta, GA, US",False,,2026-05-26,https://www1.jobdiva.com/candidates/myjobs/openjob_outside.jsp?a=vtjdnw5v1z1v2psgylbu76nbkkhb0y080epfxtsjq71b065808wxj6cim4ud5upr&SearchString=&StatesString=&source=indeed.com&id=32363196&compid=-1,indeed,https://www.indeed.com/viewjob?jk=d70c59ec8ec54f56,60.0,70.0,hourly,USD
Data Engineer II - Surgery,Mount Sinai Health System,US,False,fulltime,2026-05-26,https://ejis.fa.us6.oraclecloud.com:443/hcmUI/CandidateExperience/en/job/3034405,indeed,https://www.indeed.com/viewjob?jk=443f2bd8cdbdcd91,,,,
Data Engineer II,Microsoft,US,False,fulltime,2026-05-26,https://apply.careers.microsoft.com/careers/job/1970393556869637?utm_source=indeed&domain=microsoft.com,indeed,https://www.indeed.com/viewjob?jk=137068e7e1bec44c,102100.0,219200.0,yearly,USD
Lead Data Engineer,Mastercard,"Austin, TX, US",False,fulltime,2026-05-26,https://click.appcast.io/t/Bd18SmOxpLmjLYi49Dw8Cj38HqlGlnLwUhhsdksVW34=,indeed,https://www.indeed.com/viewjob?jk=1cf39360070dc40f,122000.0,207000.0,yearly,USD
"Professional, Data Engineer",MVP Health Care,"Schenectady, NY, US",False,fulltime,2026-05-26,https://mvphealthcare.wd5.myworkdayjobs.com/en-US/mvphealthcare/job/Schenectady-NY/Professional--Data-Engineer_JR100209,indeed,https://www.indeed.com/viewjob?jk=1718fe4166ac493b,93667.0,124576.0,yearly,USD
Sr. Data Engineer (Contract to Perm),Locality,"New York, NY, US",False,contract,2026-05-26,https://www.paycomonline.net/v4/ats/web.php/portal/7050A7F6393ACB41923AFEB9E21F4688/jobs/284523?source=Indeed,indeed,https://www.indeed.com/viewjob?jk=9b00945613b5efca,75.0,100.0,hourly,USD
"Senior Software Engineer, Data",Lila Sciences,"San Francisco, CA, US",False,,2026-05-26,https://grnh.se/sl6mau8g9us,indeed,https://www.indeed.com/viewjob?jk=b975973860fe466c,144000.0,288000.0,yearly,USD
"Senior Data Engineer, Platform Data",Leadfeeder,"Remote, US",True,fulltime,2026-05-26,https://apply.workable.com/leadfeeder/j/519F24FB2C/,indeed,https://www.indeed.com/viewjob?jk=d2b659aa81b3c306,,,,
"Data Engineer strong skill in Python, SQL, ETL / ELT concepts",LTIMindtree,"Charlotte, NC, US",False,,2026-05-26,https://ltimindtree.ripplehire.com/candidate/?token=IKysLghExObQblZmq5qz&lang=en&source=INDEED&ref=INDEED#detail/job/869606,indeed,https://www.indeed.com/viewjob?jk=0494574329e8f397,100000.0,140000.0,yearly,USD
Senior Data Engineer,Kohl's,"Menomonee Falls, WI, US",False,,2026-05-26,https://click.appcast.io/t/lfJIvH9CR4ap3Cx3TefZYQsB73IFjD0ceI5pvwcRrDo=,indeed,https://www.indeed.com/viewjob?jk=877d45e3d1a625d6,,,,
"Data Engineer, Databricks",KeyLogic Systems,"Remote, US",True,,2026-05-26,https://phg.tbe.taleo.net/phg02/ats/careers/v2/viewRequisition?org=KEYLOGIC&cws=37&rid=2740,indeed,https://www.indeed.com/viewjob?jk=77e2ac7cac3443c3,,,,
Lead Full-Stack Platform Engineer - KFI Data Platform (Remote),KBRA,"Washington, DC, US",True,fulltime,2026-05-26,https://job-boards.greenhouse.io/krollbondratingagency/jobs/8564753002,indeed,https://www.indeed.com/viewjob?jk=448e893bd448bc2b,110000.0,160000.0,yearly,USD
Agentic AI Data Lead Software Engineer,JPMorganChase,"Columbus, OH, US",False,fulltime,2026-05-26,https://JPMorganChase.contacthr.com/152228153,indeed,https://www.indeed.com/viewjob?jk=4027f337f45a455c,,,,
Data Center Commissioning Engineer,JLL,"Amarillo, TX, US",False,fulltime,2026-05-26,https://click.appcast.io/t/N_bKkwnXDHoqRXYG0R20A0_MTZZR6elgp8UruSmL9fY=,indeed,https://www.indeed.com/viewjob?jk=cf3d3f9430846bfc,,,,
Data Engineer 1 - Internal Only,Indeed,"Austin, TX, US",False,fulltime,2026-05-26,https://careers-indeed.icims.com/jobs/47073/job,indeed,https://www.indeed.com/viewjob?jk=7a4820a65ec3ffe2,92000.0,138000.0,yearly,USD
Sr. Data Engineer,Incident IQ,"Atlanta, GA, US",False,,2026-05-26,https://job-boards.greenhouse.io/incidentiq/jobs/7741633003,indeed,https://www.indeed.com/viewjob?jk=22f8d59c723b795e,,,,
BIM Engineer Data Center,"IES Commercial, Inc. – DBA IES Electrical","Lithia Springs, GA, US",False,fulltime,2026-05-26,https://jobs.ourcareerpages.com/job/991220?source=Indeed,indeed,https://www.indeed.com/viewjob?jk=9d5abb2cf163d888,,,,
Data Engineer (Clearance Required),ICF,"Reston, VA, US",True,fulltime,2026-05-26,https://careers.icf.com/us/en/job/IIIIIIUSR2601816EXTERNALENUS/Data-Engineer-Clearance-Required?utm_source=indeed&utm_medium=phenom-feeds,indeed,https://www.indeed.com/viewjob?jk=411fd030c798d846,81499.0,138549.0,yearly,USD
Lead Data Engineer,Humana,"Remote, US",True,fulltime,2026-05-26,https://click.appcast.io/t/DXL9gQOJ29FMLqxbWyh95iNnisJFZhNA7n3z172phNU=,indeed,https://www.indeed.com/viewjob?jk=21debb49e0fe76c1,142300.0,195700.0,yearly,USD
Lead Data Engineer,Honeywell,"Atlanta, GA, US",False,fulltime,2026-05-26,https://ibqbjb.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions/preview/148625,indeed,https://www.indeed.com/viewjob?jk=5a60f4f9a6ea68ae,,,,
Airport Data Engineer,Harry Reid international airport,"Las Vegas, NV, US",False,fulltime,2026-05-26,https://www.governmentjobs.com/careers/lasairport/jobs/5354376/airport-data-engineer,indeed,https://www.indeed.com/viewjob?jk=92ff9ae1628b5a32,38.0,56.0,hourly,USD
Data Engineer,Green Thumb Industries,"Chicago, IL, US",False,,2026-05-26,https://grnh.se/pkb63op31us,indeed,https://www.indeed.com/viewjob?jk=f207c819efea735c,95000.0,115000.0,yearly,USD
Data Engineer,Graham Technologies,"Largo, MD, US",True,fulltime,2026-05-26,https://grahamtech.isolvedhire.com/jobs/1780394-223660.html,indeed,https://www.indeed.com/viewjob?jk=d906922ca58a5b71,,,,
"Staff Data Engineer, AI & Robotics",General Motors (GM),"Warren, MI, US",False,fulltime,2026-05-26,https://generalmotors.wd5.myworkdayjobs.com/en-US/Careers_GM/job/Warren-Michigan-United-States-of-America/Staff-Data-Engineer--AI---Robotics_JR-202611496-1,indeed,https://www.indeed.com/viewjob?jk=00209ae0636e8b1b,,,,
